seed,model,kernel,pca_components,C,gamma,inner_cv_f1_mean,inner_cv_f1_std,inner_cv_accuracy_mean,inner_cv_accuracy_std,inner_cv_roc_auc_mean,inner_cv_roc_auc_std,n_folds
456,RBF SVM — PCA 2,rbf,2,10.0,auto,0.913908313908314,0.05422649956615829,0.9362637362637363,0.03838296526719338,0.9436532507739939,0.03921466784838032,5
456,RBF SVM — PCA 2,rbf,2,10.0,0.01,0.9244347468388389,0.02539333112980907,0.945054945054945,0.017375151978947123,0.9891640866873065,0.008084850163050751,5
456,RBF SVM — PCA 2,rbf,2,10.0,0.1,0.9290212015329986,0.032650259947990645,0.9472527472527472,0.023823608119427277,0.9699690402476782,0.018451452514114234,5
456,RBF SVM — PCA 2,rbf,2,10.0,1.0,0.8997807367670381,0.048221781554256694,0.9252747252747253,0.03422508022504931,0.94984520123839,0.043799509548905186,5
456,RBF SVM — PCA 2,rbf,2,100.0,scale,0.9318540878139305,0.030296109844889445,0.9494505494505494,0.02278729819047005,0.9746130030959751,0.016693881999433943,5
456,RBF SVM — PCA 2,rbf,2,100.0,auto,0.9063983551659607,0.05539906702335947,0.9318681318681319,0.0375882008274441,0.9471620227038183,0.04615005464160357,5
456,RBF SVM — PCA 2,rbf,2,100.0,0.01,0.9276390675042352,0.025864690209486528,0.9472527472527472,0.01805678761006043,0.9888544891640867,0.007275358816105136,5
456,RBF SVM — PCA 2,rbf,2,100.0,0.1,0.929561281879927,0.04491108351641737,0.9472527472527472,0.03333132063319367,0.9678018575851393,0.020751118982585467,5
456,RBF SVM — PCA 2,rbf,2,100.0,1.0,0.891630573159128,0.047047130055970325,0.9208791208791208,0.03146773860060735,0.938390092879257,0.05114818028484525,5
456,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,0.01,none,0.0,0.0,0.6263736263736264,0.0,0.9463364293085655,0.025608163454442875,5
456,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,0.1,none,0.827518285348851,0.06477003732558528,0.8813186813186814,0.044907289542203445,0.9568627450980391,0.01681782457258745,5
456,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,1.0,none,0.8753691872643486,0.044649034834095214,0.9120879120879121,0.031081616755452682,0.9676986584107328,0.01373266570663586,5
456,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,10.0,none,0.8750358800247688,0.05185561738687342,0.9098901098901099,0.03677626490259674,0.9642930856553148,0.014845085555861741,5
456,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,100.0,none,0.8680532055452724,0.05828394649702137,0.9032967032967033,0.042843052065094346,0.9611971104231166,0.010348258298377981,5
456,Linear SVM — PCA 4,linear,4,0.01,none,0.9479550596462362,0.02660958973520992,0.9626373626373625,0.018388132451298354,0.9929824561403509,0.007736497343236867,5
456,Linear SVM — PCA 4,linear,4,0.1,none,0.951659982174688,0.028345462368226226,0.9648351648351647,0.019657740461536597,0.993498452012384,0.007136803055529391,5
456,Linear SVM — PCA 4,linear,4,1.0,none,0.954729035883128,0.02775111781379776,0.9670329670329669,0.019033525357899737,0.993188854489164,0.00729180858697184,5
456,Linear SVM — PCA 4,linear,4,10.0,none,0.9577128380996667,0.030544094423308667,0.9692307692307691,0.021137784683155334,0.9932920536635705,0.007084380917309494,5
456,Linear SVM — PCA 4,linear,4,100.0,none,0.9577128380996667,0.030544094423308667,0.9692307692307691,0.021137784683155334,0.9932920536635705,0.007084380917309494,5
456,RBF SVM — PCA 4,rbf,4,0.01,scale,0.0,0.0,0.6263736263736264,0.0,0.9858617131062951,0.008089788481843555,5
456,RBF SVM — PCA 4,rbf,4,0.01,auto,0.0,0.0,0.6263736263736264,0.0,0.9843137254901961,0.008956653909160395,5
456,RBF SVM — PCA 4,rbf,4,0.01,0.01,0.0,0.0,0.6263736263736264,0.0,0.9852425180598555,0.008031985843558543,5
456,RBF SVM — PCA 4,rbf,4,0.01,0.1,0.0,0.0,0.6263736263736264,0.0,0.9841073271413829,0.008458241101194731,5
456,RBF SVM — PCA 4,rbf,4,0.01,1.0,0.0,0.0,0.6263736263736264,0.0,0.9776057791537667,0.015037539783617696,5
456,RBF SVM — PCA 4,rbf,4,0.1,scale,0.9203021978021978,0.026516708871655505,0.9428571428571428,0.018056787610060392,0.9883384932920537,0.008163504793332804,5
456,RBF SVM — PCA 4,rbf,4,0.1,auto,0.9157454426062207,0.028672920890379792,0.9406593406593406,0.018388132451298323,0.9852425180598555,0.00833297388573221,5
456,RBF SVM — PCA 4,rbf,4,0.1,0.01,0.9311216153127917,0.024682162905475317,0.9516483516483516,0.01666566031659681,0.9898864809081527,0.008098012320992541,5
456,RBF SVM — PCA 4,rbf,4,0.1,0.1,0.9293340351998183,0.012569488412971265,0.9472527472527472,0.009194066225649203,0.987719298245614,0.008347339716715441,5
456,RBF SVM — PCA 4,rbf,4,0.1,1.0,0.0,0.0,0.6263736263736264,0.0,0.9775025799793602,0.015244163428434841,5
456,RBF SVM — PCA 4,rbf,4,1.0,scale,0.9492963482539217,0.02345587846158746,0.9626373626373625,0.01666566031659683,0.9921568627450981,0.009475235443664028,5
456,RBF SVM — PCA 4,rbf,4,1.0,auto,0.9343355722797643,0.018346151060690666,0.9494505494505494,0.016665660316596834,0.9846233230134158,0.01580076759388342,5
456,RBF SVM — PCA 4,rbf,4,1.0,0.01,0.9541939188262718,0.027733698383450193,0.9670329670329669,0.019033525357899737,0.993188854489164,0.007845852552630804,5
456,RBF SVM — PCA 4,rbf,4,1.0,0.1,0.9495770214440291,0.018102166880576562,0.9626373626373625,0.01252940027581471,0.9899896800825594,0.011769909952869253,5
456,RBF SVM — PCA 4,rbf,4,1.0,1.0,0.8870246124986849,0.04788455509321847,0.9120879120879121,0.04326377952753746,0.9729618163054695,0.016364473717381235,5
456,RBF SVM — PCA 4,rbf,4,10.0,scale,0.9589640174299314,0.0196086473820108,0.9692307692307693,0.014327917374071755,0.9909184726522188,0.010426436851756898,5
456,RBF SVM — PCA 4,rbf,4,10.0,auto,0.9183915147086502,0.02934598275807493,0.9384615384615385,0.02278729819047004,0.9670794633642931,0.014047981693280186,5
456,RBF SVM — PCA 4,rbf,4,10.0,0.01,0.9546437843912269,0.031451168885083466,0.9670329670329669,0.021978021978021976,0.993498452012384,0.007393340396112339,5
456,RBF SVM — PCA 4,rbf,4,10.0,0.1,0.9472030197148168,0.009105264778967875,0.9604395604395604,0.006018929203353452,0.9842105263157895,0.014868383223630453,5
456,RBF SVM — PCA 4,rbf,4,10.0,1.0,0.8936730240839829,0.05042927760250668,0.9142857142857143,0.04557459638094008,0.9662538699690403,0.01522231550333067,5
456,RBF SVM — PCA 4,rbf,4,100.0,scale,0.9448878855024597,0.016274432779129617,0.9582417582417582,0.012037858406706927,0.9859649122807017,0.010689960092944088,5
456,RBF SVM — PCA 4,rbf,4,100.0,auto,0.9103822502394857,0.03701322096920859,0.9318681318681319,0.02844434968251601,0.9572755417956657,0.01459183046920806,5
456,RBF SVM — PCA 4,rbf,4,100.0,0.01,0.9558559422704173,0.028076256140529384,0.9670329670329672,0.020558557070186504,0.994014447884417,0.005419185078685706,5
456,RBF SVM — PCA 4,rbf,4,100.0,0.1,0.906416463255796,0.03784376228316369,0.9296703296703296,0.029690672716717156,0.9712074303405572,0.01263610574706807,5
456,RBF SVM — PCA 4,rbf,4,100.0,1.0,0.8936730240839829,0.05042927760250668,0.9142857142857143,0.04557459638094008,0.9665634674922601,0.015195180449375451,5
456,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,0.01,none,0.0,0.0,0.6263736263736264,0.0,0.9523219814241486,0.009234740511114815,5
456,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,0.1,none,0.31576521039935673,0.14167558353319057,0.6989010989010989,0.03694007981092664,0.9525283797729618,0.009535458520421218,5
456,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,1.0,none,0.8383281914164268,0.05115598345006372,0.8835164835164836,0.037748492389709176,0.9594427244582043,0.008114434995173777,5
456,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,10.0,none,0.8043085910253429,0.029537196847361964,0.8571428571428571,0.019033525357899737,0.9361197110423116,0.01634738117843206,5
456,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,100.0,none,0.7964803893464814,0.029144993137451832,0.8461538461538461,0.024572175576920822,0.9245614035087719,0.020325915105804185,5
789,Linear SVM — PCA 2,linear,2,0.01,none,0.9229691142191143,0.022194300955010397,0.945054945054945,0.01554080837772632,0.9886480908152734,0.0067966666007840135,5
789,Linear SVM — PCA 2,linear,2,0.1,none,0.940723145490867,0.022715669215468474,0.956043956043956,0.017375151978947134,0.9893704850361196,0.006283719681474047,5
789,Linear SVM — PCA 2,linear,2,1.0,none,0.9345651244074726,0.01971554969710124,0.9516483516483516,0.014743305346152447,0.9899896800825594,0.007090016114475809,5
789,Linear SVM — PCA 2,linear,2,10.0,none,0.9401814279166647,0.021030889286587362,0.956043956043956,0.015540808377726313,0.990092879256966,0.007291808586971934,5
789,Linear SVM — PCA 2,linear,2,100.0,none,0.9401814279166647,0.021030889286587362,0.956043956043956,0.015540808377726313,0.990092879256966,0.007291808586971934,5
789,RBF SVM — PCA 2,rbf,2,0.01,scale,0.4939639711879025,0.05541584705737391,0.7494505494505495,0.018056787610060424,0.9785345717234263,0.010042716718846538,5
789,RBF SVM — PCA 2,rbf,2,0.01,auto,0.0,0.0,0.6263736263736264,0.0,0.9726522187822498,0.013361204722625463,5
789,RBF SVM — PCA 2,rbf,2,0.01,0.01,0.0,0.0,0.6263736263736264,0.0,0.9810113519091846,0.006428240042269248,5
789,RBF SVM — PCA 2,rbf,2,0.01,0.1,0.011428571428571429,0.025555062599997597,0.6285714285714286,0.004914435115384135,0.9777089783281735,0.011523009273432815,5
789,RBF SVM — PCA 2,rbf,2,0.01,1.0,0.0,0.0,0.6263736263736264,0.0,0.9730650154798761,0.00706933176400545,5
789,RBF SVM — PCA 2,rbf,2,0.1,scale,0.9052495825070451,0.012203293926508808,0.9318681318681319,0.00919406622564915,0.9833849329205366,0.00874456972727134,5
789,RBF SVM — PCA 2,rbf,2,0.1,auto,0.8923698807586276,0.017779191433768295,0.9186813186813186,0.014743305346152471,0.973374613003096,0.011871269770258208,5
789,RBF SVM — PCA 2,rbf,2,0.1,0.01,0.9084153078104691,0.013938995820805314,0.9362637362637363,0.00919406622564915,0.9852425180598555,0.006057184970414504,5
789,RBF SVM — PCA 2,rbf,2,0.1,0.1,0.9068826738911099,0.01258472485888529,0.9318681318681319,0.00919406622564915,0.9811145510835914,0.010246124197193021,5
789,RBF SVM — PCA 2,rbf,2,0.1,1.0,0.8681016733486004,0.06415623122847751,0.9098901098901099,0.03594599392043107,0.9724458204334365,0.008130824498835034,5
789,RBF SVM — PCA 2,rbf,2,1.0,scale,0.9134248543379361,0.012525576459799877,0.9362637362637363,0.00919406622564915,0.9840041279669762,0.008328179768611395,5
789,RBF SVM — PCA 2,rbf,2,1.0,auto,0.899433405469211,0.01870205441091239,0.9252747252747253,0.014327917374071757,0.9613003095975232,0.012977065366314974,5
789,RBF SVM — PCA 2,rbf,2,1.0,0.01,0.9116583372729116,0.021170196430919424,0.9362637362637363,0.014327917374071757,0.9878224974200206,0.006219837442850021,5
789,RBF SVM — PCA 2,rbf,2,1.0,0.1,0.9073465252920915,0.013509033936830759,0.9318681318681319,0.00919406622564915,0.9814241486068112,0.009763100066266567,5
789,RBF SVM — PCA 2,rbf,2,1.0,1.0,0.8952482936057015,0.028574142805794168,0.9208791208791208,0.023823608119427277,0.9592363261093911,0.011979552906340469,5
789,RBF SVM — PCA 2,rbf,2,10.0,scale,0.9047037290431572,0.013719510933182353,0.9296703296703297,0.00982887023076827,0.981217750257998,0.009733055485099893,5
789,RBF SVM — PCA 2,rbf,2,10.0,auto,0.906444991282197,0.007575752312987793,0.9296703296703297,0.006018929203353452,0.9540763673890609,0.025530065793298178,5
789,RBF SVM — PCA 2,rbf,2,10.0,0.01,0.9252295905383567,0.019016615176230982,0.945054945054945,0.013458734850457028,0.9882352941176471,0.00616393732054403,5
789,RBF SVM — PCA 2,rbf,2,10.0,0.1,0.9047126359154454,0.01717671498743257,0.9296703296703297,0.012529400275814702,0.9721362229102167,0.013666586829875165,5
789,RBF SVM — PCA 2,rbf,2,10.0,1.0,0.8979266255496359,0.0403380930484242,0.923076923076923,0.03203819722442472,0.937048503611971,0.015878929363703973,5
789,RBF SVM — PCA 2,rbf,2,100.0,scale,0.8970588235294118,0.028948558360337558,0.9252747252747252,0.019657740461536653,0.9682146542827658,0.015094973966641709,5
789,RBF SVM — PCA 2,rbf,2,100.0,auto,0.9091018782594154,0.031820706792282764,0.9318681318681318,0.023823608119427277,0.9445820433436533,0.018054694825087834,5
789,RBF SVM — PCA 2,rbf,2,100.0,0.01,0.9158252853380159,0.02890973565551369,0.9384615384615385,0.019962529807236215,0.9867905056759545,0.007948681519053978,5
789,RBF SVM — PCA 2,rbf,2,100.0,0.1,0.9037599186831923,0.024746197125972442,0.9296703296703297,0.016665660316596807,0.9664602683178535,0.013460472095712751,5
789,RBF SVM — PCA 2,rbf,2,100.0,1.0,0.9032191849071645,0.04828317762467675,0.9274725274725275,0.03611357522012085,0.9316821465428277,0.014115104569517594,5
789,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,0.01,none,0.0,0.0,0.6263736263736264,0.0,0.9507739938080496,0.017077046898478856,5
789,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,0.1,none,0.8370443727058685,0.06457703449631269,0.8923076923076924,0.037588200827444115,0.9597523219814242,0.024748982358205277,5
789,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,1.0,none,0.8633738910553987,0.0569345345369935,0.9054945054945055,0.03526770667226644,0.965015479876161,0.026837738483832668,5
789,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,10.0,none,0.8710686328596777,0.054089123131788513,0.9076923076923077,0.03694007981092661,0.9670794633642931,0.02598078927080978,5
789,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,100.0,none,0.864951502035901,0.054666771085541396,0.9032967032967033,0.037588200827444136,0.9652218782249742,0.027215052640168727,5
789,Linear SVM — PCA 4,linear,4,0.01,none,0.9455366524023241,0.013002292132625699,0.9604395604395604,0.009828870230768321,0.9913312693498453,0.00729180858697196,5
789,Linear SVM — PCA 4,linear,4,0.1,none,0.9433423336343518,0.027239430486196033,0.9582417582417582,0.0211377846831553,0.9914344685242519,0.00716472856871408,5
789,Linear SVM — PCA 4,linear,4,1.0,none,0.9320859571605841,0.027429116224634002,0.9494505494505494,0.022787298190470012,0.9902992776057792,0.006334361626181166,5
789,Linear SVM — PCA 4,linear,4,10.0,none,0.934980574980575,0.03101111239902922,0.9516483516483516,0.025298603149936993,0.9897832817337461,0.006249730414299176,5
789,Linear SVM — PCA 4,linear,4,100.0,none,0.934980574980575,0.03101111239902922,0.9516483516483516,0.025298603149936993,0.9896800825593395,0.006266748091584682,5
789,RBF SVM — PCA 4,rbf,4,0.01,scale,0.0,0.0,0.6263736263736264,0.0,0.9818369453044375,0.00858323111919872,5
789,RBF SVM — PCA 4,rbf,4,0.01,auto,0.0,0.0,0.6263736263736264,0.0,0.9815273477812176,0.008797691788472345,5
789,RBF SVM — PCA 4,rbf,4,0.01,0.01,0.0,0.0,0.6263736263736264,0.0,0.9826625386996903,0.00680254014351992,5
789,RBF SVM — PCA 4,rbf,4,0.01,0.1,0.0,0.0,0.6263736263736264,0.0,0.9820433436532507,0.009139101204381137,5
789,RBF SVM — PCA 4,rbf,4,0.01,1.0,0.0,0.0,0.6263736263736264,0.0,0.9566047471620227,0.013135617232468243,5
789,RBF SVM — PCA 4,rbf,4,0.1,scale,0.920636981178026,0.01342111165947791,0.9428571428571428,0.009194066225649191,0.9855521155830754,0.00902624132328992,5
789,RBF SVM — PCA 4,rbf,4,0.1,auto,0.8955821955821955,0.0623628714216366,0.9296703296703297,0.035267706672266384,0.9813209494324046,0.00865274460939303,5
789,RBF SVM — PCA 4,rbf,4,0.1,0.01,0.9211309523809523,0.011069401589494751,0.945054945054945,0.007770404188863161,0.9866873065015479,0.006239070794712825,5
789,RBF SVM — PCA 4,rbf,4,0.1,0.1,0.9290542174040285,0.015915271797485205,0.9472527472527472,0.012037858406706948,0.9848297213622292,0.009133272695367125,5
789,RBF SVM — PCA 4,rbf,4,0.1,1.0,0.0,0.0,0.6263736263736264,0.0,0.9563983488132095,0.01307161252930173,5
789,RBF SVM — PCA 4,rbf,4,1.0,scale,0.9429164338734136,0.022518169942596266,0.9582417582417582,0.01629933733427615,0.989576883384933,0.008458241101194811,5
789,RBF SVM — PCA 4,rbf,4,1.0,auto,0.9234288913488822,0.016817179222399357,0.9428571428571428,0.012037858406706943,0.9808049535603715,0.015273826454057818,5
789,RBF SVM — PCA 4,rbf,4,1.0,0.01,0.9489770399340198,0.013349709937779506,0.9626373626373625,0.00982887023076827,0.9918472652218782,0.006323844664542259,5
789,RBF SVM — PCA 4,rbf,4,1.0,0.1,0.9401883861325782,0.023582747024428724,0.956043956043956,0.01737515197894711,0.9874097007223943,0.010259108772415794,5
789,RBF SVM — PCA 4,rbf,4,1.0,1.0,0.8688319572608062,0.044482394126083145,0.9054945054945055,0.022787298190470037,0.9498968008255935,0.017439591811471252,5
789,RBF SVM — PCA 4,rbf,4,10.0,scale,0.9344959693511055,0.02272690658517973,0.9516483516483516,0.016665660316596796,0.9890608875128999,0.008880527314000372,5
789,RBF SVM — PCA 4,rbf,4,10.0,auto,0.9139008023183666,0.039929278737687104,0.9340659340659341,0.032038197224424754,0.9564499484004128,0.028273089659024888,5
789,RBF SVM — PCA 4,rbf,4,10.0,0.01,0.936126361200988,0.019941081163433197,0.9538461538461538,0.014327917374071734,0.9920536635706915,0.006733696704957576,5
789,RBF SVM — PCA 4,rbf,4,10.0,0.1,0.9296525774488901,0.031280901831039806,0.9472527472527472,0.023823608119427263,0.9780185758513932,0.017835850944050234,5
789,RBF SVM — PCA 4,rbf,4,10.0,1.0,0.8850069414899572,0.016208831353848086,0.9120879120879121,0.013458734850457107,0.9426728586171311,0.018412450691987072,5
789,RBF SVM — PCA 4,rbf,4,100.0,scale,0.9129883540567594,0.03974232107240845,0.9340659340659341,0.03203819722442476,0.9814241486068112,0.020559052438737343,5
789,RBF SVM — PCA 4,rbf,4,100.0,auto,0.9011974702059063,0.024492848070204177,0.923076923076923,0.02055855707018653,0.9406604747162023,0.019590862235881943,5
789,RBF SVM — PCA 4,rbf,4,100.0,0.01,0.9490728177295342,0.022427086579532594,0.9626373626373625,0.016665660316596796,0.9901960784313726,0.007324597299576087,5
789,RBF SVM — PCA 4,rbf,4,100.0,0.1,0.9099422143938691,0.02996837561882838,0.9318681318681318,0.023823608119427277,0.966047471620227,0.030560288418805464,5
789,RBF SVM — PCA 4,rbf,4,100.0,1.0,0.8850069414899572,0.016208831353848086,0.9120879120879121,0.013458734850457107,0.9422600619195046,0.018394366287941714,5
789,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,0.01,none,0.0,0.0,0.6263736263736264,0.0,0.9474716202270382,0.014380463359125186,5
789,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,0.1,none,0.1812247029638334,0.19936629621565527,0.6681318681318682,0.051776786766548365,0.9471620227038183,0.014152780079130622,5
789,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,1.0,none,0.8630601343101343,0.042695266598185566,0.9032967032967033,0.029486610692304936,0.9472652218782249,0.020108617990051942,5
789,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,10.0,none,0.8249031279178338,0.043482728131246005,0.8703296703296702,0.033331320633193655,0.9214654282765737,0.02860963297510175,5
789,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,100.0,none,0.7841805200341005,0.0333952640342901,0.8395604395604396,0.030690637458832833,0.9123839009287925,0.02608051610040238,5
2026,Linear SVM — PCA 2,linear,2,0.01,none,0.9093980453826387,0.042479147818675074,0.9362637362637363,0.02736241669887633,0.9892672858617131,0.006984076084907558,5
2026,Linear SVM — PCA 2,linear,2,0.1,none,0.935505328218244,0.02900009155711834,0.9516483516483516,0.022787298190470026,0.989576883384933,0.006897766734964259,5
2026,Linear SVM — PCA 2,linear,2,1.0,none,0.9284035526289047,0.03604293218602937,0.945054945054945,0.030094646016767354,0.9899896800825594,0.007597590224687692,5
2026,Linear SVM — PCA 2,linear,2,10.0,none,0.9284035526289047,0.03604293218602937,0.945054945054945,0.030094646016767354,0.990092879256966,0.007525406639408516,5
2026,Linear SVM — PCA 2,linear,2,100.0,none,0.9284035526289047,0.03604293218602937,0.945054945054945,0.030094646016767354,0.9899896800825594,0.007536013278413649,5
2026,RBF SVM — PCA 2,rbf,2,0.01,scale,0.5209178743961352,0.03856407091630075,0.7582417582417582,0.013458734850457026,0.9781217750257998,0.015593835772541977,5
2026,RBF SVM — PCA 2,rbf,2,0.01,auto,0.0,0.0,0.6263736263736264,0.0,0.9717234262125902,0.022221995907090893,5
2026,RBF SVM — PCA 2,rbf,2,0.01,0.01,0.0,0.0,0.6263736263736264,0.0,0.9823529411764707,0.009254900579885362,5
2026,RBF SVM — PCA 2,rbf,2,0.01,0.1,0.07575605680868838,0.08837054664688589,0.6417582417582418,0.018388132451298354,0.9758513931888544,0.018794578564002407,5
2026,RBF SVM — PCA 2,rbf,2,0.01,1.0,0.0,0.0,0.6263736263736264,0.0,0.9696594427244583,0.021144500980932124,5
2026,RBF SVM — PCA 2,rbf,2,0.1,scale,0.9044094475011522,0.034063858386816574,0.9318681318681319,0.022520770914196932,0.9826625386996903,0.012969882393593455,5
2026,RBF SVM — PCA 2,rbf,2,0.1,auto,0.9141447828832684,0.04149115473625255,0.9340659340659341,0.03203819722442472,0.9716202270381837,0.02296906229520641,5
2026,RBF SVM — PCA 2,rbf,2,0.1,0.01,0.8898206632077599,0.0245348656802797,0.923076923076923,0.015540808377726312,0.9849329205366356,0.009146381617552312,5
2026,RBF SVM — PCA 2,rbf,2,0.1,0.1,0.9045354214841286,0.03672888034079372,0.9296703296703297,0.026465043030312732,0.9791537667698659,0.017466288776971935,5
2026,RBF SVM — PCA 2,rbf,2,0.1,1.0,0.8687800160038966,0.04882570745137561,0.9054945054945055,0.029690672716717124,0.9690402476780186,0.022738972689918188,5
2026,RBF SVM — PCA 2,rbf,2,1.0,scale,0.9316462210902179,0.02340528295087277,0.9494505494505494,0.016665660316596796,0.9831785345717234,0.013581575955716902,5
2026,RBF SVM — PCA 2,rbf,2,1.0,auto,0.9070020247621541,0.02928523938077929,0.9296703296703297,0.02278729819047001,0.9635706914344686,0.03117742536240214,5
2026,RBF SVM — PCA 2,rbf,2,1.0,0.01,0.9093980453826387,0.042479147818675074,0.9362637362637363,0.02736241669887633,0.9879256965944272,0.00791511430185563,5
2026,RBF SVM — PCA 2,rbf,2,1.0,0.1,0.9329238791644411,0.035947125313835704,0.9494505494505494,0.027582198676947563,0.9764705882352942,0.019589503127882404,5
2026,RBF SVM — PCA 2,rbf,2,1.0,1.0,0.896103516033279,0.04222450298663476,0.9208791208791208,0.03241292572253322,0.9625386996904025,0.03352901313209957,5
2026,RBF SVM — PCA 2,rbf,2,10.0,scale,0.9303309017675016,0.035604460306173556,0.9472527472527472,0.028444349682516003,0.980908152734778,0.014530575686613744,5
2026,RBF SVM — PCA 2,rbf,2,10.0,auto,0.8942145217966114,0.03616493893890175,0.9208791208791208,0.027362416698876315,0.9371517027863778,0.026256027976291407,5
2026,RBF SVM — PCA 2,rbf,2,10.0,0.01,0.9390387800605191,0.0257868905198464,0.9538461538461538,0.021137784683155338,0.9884416924664603,0.00738433181424079,5
2026,RBF SVM — PCA 2,rbf,2,10.0,0.1,0.9214850144156784,0.03286736380298196,0.9406593406593406,0.026465043030312763,0.9726522187822496,0.019289551746665388,5
2026,RBF SVM — PCA 2,rbf,2,10.0,1.0,0.8861940526014521,0.032978057763587,0.9164835164835164,0.02407571681341389,0.9403508771929825,0.04191747973680945,5
2026,RBF SVM — PCA 2,rbf,2,100.0,scale,0.9329170437405733,0.032647994483002866,0.9494505494505494,0.025298603149936996,0.9753353973168215,0.020456486983044364,5
2026,RBF SVM — PCA 2,rbf,2,100.0,auto,0.888817300000819,0.031422460541498914,0.9186813186813186,0.022787298190470047,0.9215686274509803,0.017788765919440865,5
2026,RBF SVM — PCA 2,rbf,2,100.0,0.01,0.9247846832801067,0.02938180342656215,0.9428571428571428,0.023823608119427266,0.9889576883384933,0.008081556274071948,5
2026,RBF SVM — PCA 2,rbf,2,100.0,0.1,0.9122818847818849,0.025645491092086754,0.9340659340659341,0.02331121256658947,0.9562435500515996,0.025334819310778755,5
2026,RBF SVM — PCA 2,rbf,2,100.0,1.0,0.8870625315032937,0.03029761735745213,0.9164835164835164,0.022787298190470026,0.9058823529411765,0.040271816740601936,5
2026,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,0.01,none,0.0,0.0,0.6263736263736264,0.0,0.9438596491228071,0.030477408767502382,5
2026,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,0.1,none,0.7812048401411348,0.030368711701646293,0.8615384615384615,0.014743305346152454,0.9530443756449948,0.024989867067768377,5
2026,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,1.0,none,0.8530481746476501,0.048460418535528474,0.8989010989010989,0.03241292572253326,0.9511867905056759,0.026654071316071976,5
2026,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,10.0,none,0.8726344388310328,0.02078361906263685,0.9076923076923077,0.019962529807236215,0.9447884416924666,0.025662690404144935,5
2026,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,100.0,none,0.864632012724118,0.035598448976123076,0.9010989010989011,0.025771515163865014,0.9445820433436533,0.028357717295058312,5
2026,Linear SVM — PCA 4,linear,4,0.01,none,0.9442016109926558,0.03206705405678875,0.9604395604395604,0.022787298190470057,0.9924664602683178,0.005369828995148671,5
2026,Linear SVM — PCA 4,linear,4,0.1,none,0.9606796057631668,0.03201979684282139,0.9714285714285715,0.022787298190470043,0.993498452012384,0.006938178044983079,5
2026,Linear SVM — PCA 4,linear,4,1.0,none,0.957703141928494,0.02746704310124868,0.9692307692307691,0.01965774046153662,0.9925696594427246,0.007779397180488918,5
2026,Linear SVM — PCA 4,linear,4,10.0,none,0.9548045912038564,0.022134756983298667,0.9670329670329669,0.015540808377726343,0.9924664602683178,0.0079654120817008,5
2026,Linear SVM — PCA 4,linear,4,100.0,none,0.9495566652922222,0.02427043628072059,0.9626373626373625,0.018388132451298413,0.9924664602683178,0.0079654120817008,5
2026,RBF SVM — PCA 4,rbf,4,0.01,scale,0.0,0.0,0.6263736263736264,0.0,0.984829721362229,0.010888613309417147,5
2026,RBF SVM — PCA 4,rbf,4,0.01,auto,0.0,0.0,0.6263736263736264,0.0,0.9846233230134158,0.013823489927141743,5
2026,RBF SVM — PCA 4,rbf,4,0.01,0.01,0.0,0.0,0.6263736263736264,0.0,0.984829721362229,0.008926877716680532,5
2026,RBF SVM — PCA 4,rbf,4,0.01,0.1,0.0,0.0,0.6263736263736264,0.0,0.9835913312693499,0.013644164194871779,5
2026,RBF SVM — PCA 4,rbf,4,0.01,1.0,0.0,0.0,0.6263736263736264,0.0,0.9676986584107328,0.022967903090467,5
2026,RBF SVM — PCA 4,rbf,4,0.1,scale,0.9139439357832686,0.0419468820103248,0.9384615384615385,0.02969067271671715,0.987203302373581,0.009340808058369093,5
2026,RBF SVM — PCA 4,rbf,4,0.1,auto,0.9127721336045512,0.03330283067041814,0.9384615384615385,0.022787298190469995,0.9841073271413828,0.01409056146803712,5
