seed,model,kernel,pca_components,C,gamma,inner_fold,n_inner_train,n_inner_validation,inner_accuracy,inner_precision,inner_recall,inner_f1,inner_roc_auc
456,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,100.0,none,3,364,91,0.8571428571428571,0.8387096774193549,0.7647058823529411,0.8,0.9324045407636739
456,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,0.01,none,4,364,91,0.6263736263736264,0.0,0.0,0.0,0.956656346749226
456,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,0.1,none,4,364,91,0.7032967032967034,1.0,0.20588235294117646,0.34146341463414637,0.957172342621259
456,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,1.0,none,4,364,91,0.8461538461538461,0.8333333333333334,0.7352941176470589,0.78125,0.9540763673890609
456,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,10.0,none,4,364,91,0.8461538461538461,0.8125,0.7647058823529411,0.7878787878787878,0.935500515995872
456,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,100.0,none,4,364,91,0.8461538461538461,0.8125,0.7647058823529411,0.7878787878787878,0.9210526315789473
456,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,0.01,none,5,364,91,0.6263736263736264,0.0,0.0,0.0,0.9458204334365324
456,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,0.1,none,5,364,91,0.6483516483516484,1.0,0.058823529411764705,0.1111111111111111,0.9453044375644994
456,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,1.0,none,5,364,91,0.8901098901098901,0.875,0.8235294117647058,0.8484848484848485,0.9680082559339525
456,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,10.0,none,5,364,91,0.8901098901098901,0.8529411764705882,0.8529411764705882,0.8529411764705882,0.95562435500516
456,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,100.0,none,5,364,91,0.8791208791208791,0.8108108108108109,0.8823529411764706,0.8450704225352113,0.9535603715170278
789,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,0.01,none,1,364,91,0.6263736263736264,0.0,0.0,0.0,0.9427244582043343
789,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,0.1,none,1,364,91,0.9120879120879121,0.9333333333333333,0.8235294117647058,0.875,0.9525283797729618
789,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,1.0,none,1,364,91,0.9010989010989011,0.8787878787878788,0.8529411764705882,0.8656716417910447,0.9592363261093911
789,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,10.0,none,1,364,91,0.9230769230769231,0.9354838709677419,0.8529411764705882,0.8923076923076924,0.9649122807017544
789,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,100.0,none,1,364,91,0.9230769230769231,0.9354838709677419,0.8529411764705882,0.8923076923076924,0.9638802889576884
789,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,0.01,none,2,364,91,0.6263736263736264,0.0,0.0,0.0,0.9293085655314757
789,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,0.1,none,2,364,91,0.8351648351648352,0.9130434782608695,0.6176470588235294,0.7368421052631579,0.9236326109391124
789,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,1.0,none,2,364,91,0.8571428571428571,0.92,0.6764705882352942,0.7796610169491526,0.9231166150670794
789,"QSVC — PCA 2 / 2Q (reps=1, full)",quantum,2,10.0,none,2,364,91,0.8681318681318682,0.9230769230769231,0.7058823529411765,0.8,0.9251805985552115
