seed,pca_components,n_qubits,inner_fold,reps,entanglement,C,n_inner_train,n_inner_validation,kernel_cache_id,kernel_runtime_shared_across_C,inner_accuracy,inner_precision,inner_recall,inner_f1,inner_roc_auc
456,4,4,2,2,linear,100.0,364,91,seed=456|dim=4|fold=2|reps=2|ent=linear,0.548948499999824,0.8131868131868132,0.7575757575757576,0.7352941176470589,0.746268656716418,0.8323013415892673
456,4,4,2,2,full,0.01,364,91,seed=456|dim=4|fold=2|reps=2|ent=full,0.813700600003358,0.6263736263736264,0.0,0.0,0.0,0.8962848297213623
456,4,4,2,2,full,0.1,364,91,seed=456|dim=4|fold=2|reps=2|ent=full,0.813700600003358,0.6263736263736264,0.0,0.0,0.0,0.8957688338493293
456,4,4,2,2,full,1.0,364,91,seed=456|dim=4|fold=2|reps=2|ent=full,0.813700600003358,0.7362637362637363,0.75,0.4411764705882353,0.5555555555555556,0.8771929824561403
456,4,4,2,2,full,10.0,364,91,seed=456|dim=4|fold=2|reps=2|ent=full,0.813700600003358,0.7362637362637363,0.6666666666666666,0.5882352941176471,0.625,0.8173374613003096
456,4,4,2,2,full,100.0,364,91,seed=456|dim=4|fold=2|reps=2|ent=full,0.813700600003358,0.7472527472527473,0.6666666666666666,0.6470588235294118,0.6567164179104478,0.803921568627451
456,4,4,2,3,linear,0.01,364,91,seed=456|dim=4|fold=2|reps=3|ent=linear,0.7782363000005716,0.6263736263736264,0.0,0.0,0.0,0.8023735810113519
456,4,4,2,3,linear,0.1,364,91,seed=456|dim=4|fold=2|reps=3|ent=linear,0.7782363000005716,0.6263736263736264,0.0,0.0,0.0,0.8008255933952528
456,4,4,2,3,linear,1.0,364,91,seed=456|dim=4|fold=2|reps=3|ent=linear,0.7782363000005716,0.7472527472527473,0.7619047619047619,0.47058823529411764,0.5818181818181818,0.8204334365325077
456,4,4,2,3,linear,10.0,364,91,seed=456|dim=4|fold=2|reps=3|ent=linear,0.7782363000005716,0.7032967032967034,0.6206896551724138,0.5294117647058824,0.5714285714285714,0.7579979360165119
456,4,4,2,3,linear,100.0,364,91,seed=456|dim=4|fold=2|reps=3|ent=linear,0.7782363000005716,0.6923076923076923,0.6,0.5294117647058824,0.5625,0.7172342621259029
456,4,4,2,3,full,0.01,364,91,seed=456|dim=4|fold=2|reps=3|ent=full,1.1586940000051982,0.6263736263736264,0.0,0.0,0.0,0.7260061919504645
456,4,4,2,3,full,0.1,364,91,seed=456|dim=4|fold=2|reps=3|ent=full,1.1586940000051982,0.6263736263736264,0.0,0.0,0.0,0.7223942208462333
456,4,4,2,3,full,1.0,364,91,seed=456|dim=4|fold=2|reps=3|ent=full,1.1586940000051982,0.6813186813186813,0.6086956521739131,0.4117647058823529,0.49122807017543857,0.7471620227038184
456,4,4,2,3,full,10.0,364,91,seed=456|dim=4|fold=2|reps=3|ent=full,1.1586940000051982,0.6703296703296703,0.5588235294117647,0.5588235294117647,0.5588235294117647,0.7244582043343654
456,4,4,2,3,full,100.0,364,91,seed=456|dim=4|fold=2|reps=3|ent=full,1.1586940000051982,0.6593406593406593,0.5454545454545454,0.5294117647058824,0.5373134328358209,0.7120743034055728
456,4,4,3,1,linear,0.01,364,91,seed=456|dim=4|fold=3|reps=1|ent=linear,0.3045014000017545,0.6263736263736264,0.0,0.0,0.0,0.9184726522187823
456,4,4,3,1,linear,0.1,364,91,seed=456|dim=4|fold=3|reps=1|ent=linear,0.3045014000017545,0.6813186813186813,1.0,0.14705882352941177,0.2564102564102564,0.9179566563467493
456,4,4,3,1,linear,1.0,364,91,seed=456|dim=4|fold=3|reps=1|ent=linear,0.3045014000017545,0.8791208791208791,0.896551724137931,0.7647058823529411,0.8253968253968254,0.9447884416924665
456,4,4,3,1,linear,10.0,364,91,seed=456|dim=4|fold=3|reps=1|ent=linear,0.3045014000017545,0.9120879120879121,0.9642857142857143,0.7941176470588235,0.8709677419354839,0.9380804953560371
456,4,4,3,1,linear,100.0,364,91,seed=456|dim=4|fold=3|reps=1|ent=linear,0.3045014000017545,0.8241758241758241,0.8214285714285714,0.6764705882352942,0.7419354838709677,0.8859649122807017
456,4,4,3,1,full,0.01,364,91,seed=456|dim=4|fold=3|reps=1|ent=full,0.4348958999980823,0.6263736263736264,0.0,0.0,0.0,0.9484004127966976
456,4,4,3,1,full,0.1,364,91,seed=456|dim=4|fold=3|reps=1|ent=full,0.4348958999980823,0.6813186813186813,1.0,0.14705882352941177,0.2564102564102564,0.9489164086687306
456,4,4,3,1,full,1.0,364,91,seed=456|dim=4|fold=3|reps=1|ent=full,0.4348958999980823,0.9010989010989011,0.9032258064516129,0.8235294117647058,0.8615384615384616,0.9654282765737874
456,4,4,3,1,full,10.0,364,91,seed=456|dim=4|fold=3|reps=1|ent=full,0.4348958999980823,0.8461538461538461,0.8333333333333334,0.7352941176470589,0.78125,0.9360165118679051
456,4,4,3,1,full,100.0,364,91,seed=456|dim=4|fold=3|reps=1|ent=full,0.4348958999980823,0.8571428571428571,0.8387096774193549,0.7647058823529411,0.8,0.9324045407636739
456,4,4,3,2,linear,0.01,364,91,seed=456|dim=4|fold=3|reps=2|ent=linear,0.5462365000057616,0.6263736263736264,0.0,0.0,0.0,0.9473684210526316
456,4,4,3,2,linear,0.1,364,91,seed=456|dim=4|fold=3|reps=2|ent=linear,0.5462365000057616,0.6263736263736264,0.0,0.0,0.0,0.9468524251805986
456,4,4,3,2,linear,1.0,364,91,seed=456|dim=4|fold=3|reps=2|ent=linear,0.5462365000057616,0.8461538461538461,0.8846153846153846,0.6764705882352942,0.7666666666666667,0.9597523219814241
456,4,4,3,2,linear,10.0,364,91,seed=456|dim=4|fold=3|reps=2|ent=linear,0.5462365000057616,0.8461538461538461,0.8846153846153846,0.6764705882352942,0.7666666666666667,0.8746130030959751
456,4,4,3,2,linear,100.0,364,91,seed=456|dim=4|fold=3|reps=2|ent=linear,0.5462365000057616,0.8241758241758241,0.8214285714285714,0.6764705882352942,0.7419354838709677,0.8591331269349846
456,4,4,3,2,full,0.01,364,91,seed=456|dim=4|fold=3|reps=2|ent=full,0.789705099996354,0.6263736263736264,0.0,0.0,0.0,0.8606811145510836
456,4,4,3,2,full,0.1,364,91,seed=456|dim=4|fold=3|reps=2|ent=full,0.789705099996354,0.6263736263736264,0.0,0.0,0.0,0.8611971104231165
456,4,4,3,2,full,1.0,364,91,seed=456|dim=4|fold=3|reps=2|ent=full,0.789705099996354,0.8021978021978022,0.7666666666666667,0.6764705882352942,0.71875,0.8606811145510836
456,4,4,3,2,full,10.0,364,91,seed=456|dim=4|fold=3|reps=2|ent=full,0.789705099996354,0.7802197802197802,0.7333333333333333,0.6470588235294118,0.6875,0.8157894736842105
456,4,4,3,2,full,100.0,364,91,seed=456|dim=4|fold=3|reps=2|ent=full,0.789705099996354,0.7692307692307693,0.7241379310344828,0.6176470588235294,0.6666666666666666,0.828173374613003
456,4,4,3,3,linear,0.01,364,91,seed=456|dim=4|fold=3|reps=3|ent=linear,0.7806034000022919,0.6263736263736264,0.0,0.0,0.0,0.871517027863777
456,4,4,3,3,linear,0.1,364,91,seed=456|dim=4|fold=3|reps=3|ent=linear,0.7806034000022919,0.6373626373626373,1.0,0.029411764705882353,0.05714285714285714,0.871517027863777
456,4,4,3,3,linear,1.0,364,91,seed=456|dim=4|fold=3|reps=3|ent=linear,0.7806034000022919,0.8131868131868132,0.9047619047619048,0.5588235294117647,0.6909090909090909,0.8761609907120742
456,4,4,3,3,linear,10.0,364,91,seed=456|dim=4|fold=3|reps=3|ent=linear,0.7806034000022919,0.7912087912087912,0.8,0.5882352941176471,0.6779661016949152,0.8735810113519091
456,4,4,3,3,linear,100.0,364,91,seed=456|dim=4|fold=3|reps=3|ent=linear,0.7806034000022919,0.7692307692307693,0.7096774193548387,0.6470588235294118,0.676923076923077,0.8400412796697626
456,4,4,3,3,full,0.01,364,91,seed=456|dim=4|fold=3|reps=3|ent=full,1.1750616999997874,0.6263736263736264,0.0,0.0,0.0,0.7358101135190919
456,4,4,3,3,full,0.1,364,91,seed=456|dim=4|fold=3|reps=3|ent=full,1.1750616999997874,0.6263736263736264,0.0,0.0,0.0,0.7352941176470589
456,4,4,3,3,full,1.0,364,91,seed=456|dim=4|fold=3|reps=3|ent=full,1.1750616999997874,0.7142857142857143,0.6428571428571429,0.5294117647058824,0.5806451612903226,0.7327141382868938
456,4,4,3,3,full,10.0,364,91,seed=456|dim=4|fold=3|reps=3|ent=full,1.1750616999997874,0.6703296703296703,0.5555555555555556,0.5882352941176471,0.5714285714285714,0.7234262125902993
456,4,4,3,3,full,100.0,364,91,seed=456|dim=4|fold=3|reps=3|ent=full,1.1750616999997874,0.6043956043956044,0.47058823529411764,0.47058823529411764,0.47058823529411764,0.6372549019607844
456,4,4,4,1,linear,0.01,364,91,seed=456|dim=4|fold=4|reps=1|ent=linear,0.31533580000541406,0.6263736263736264,0.0,0.0,0.0,0.9303405572755418
456,4,4,4,1,linear,0.1,364,91,seed=456|dim=4|fold=4|reps=1|ent=linear,0.31533580000541406,0.7142857142857143,1.0,0.23529411764705882,0.38095238095238093,0.9298245614035088
456,4,4,4,1,linear,1.0,364,91,seed=456|dim=4|fold=4|reps=1|ent=linear,0.31533580000541406,0.8681318681318682,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.9385964912280702
456,4,4,4,1,linear,10.0,364,91,seed=456|dim=4|fold=4|reps=1|ent=linear,0.31533580000541406,0.8461538461538461,0.7631578947368421,0.8529411764705882,0.8055555555555556,0.9308565531475748
456,4,4,4,1,linear,100.0,364,91,seed=456|dim=4|fold=4|reps=1|ent=linear,0.31533580000541406,0.8571428571428571,0.8181818181818182,0.7941176470588235,0.8059701492537313,0.9097007223942208
456,4,4,4,1,full,0.01,364,91,seed=456|dim=4|fold=4|reps=1|ent=full,0.42917700000543846,0.6263736263736264,0.0,0.0,0.0,0.956656346749226
456,4,4,4,1,full,0.1,364,91,seed=456|dim=4|fold=4|reps=1|ent=full,0.42917700000543846,0.7032967032967034,1.0,0.20588235294117646,0.34146341463414637,0.957172342621259
456,4,4,4,1,full,1.0,364,91,seed=456|dim=4|fold=4|reps=1|ent=full,0.42917700000543846,0.8461538461538461,0.8333333333333334,0.7352941176470589,0.78125,0.9540763673890609
456,4,4,4,1,full,10.0,364,91,seed=456|dim=4|fold=4|reps=1|ent=full,0.42917700000543846,0.8461538461538461,0.8125,0.7647058823529411,0.7878787878787878,0.935500515995872
456,4,4,4,1,full,100.0,364,91,seed=456|dim=4|fold=4|reps=1|ent=full,0.42917700000543846,0.8461538461538461,0.8125,0.7647058823529411,0.7878787878787878,0.9210526315789473
456,4,4,4,2,linear,0.01,364,91,seed=456|dim=4|fold=4|reps=2|ent=linear,0.5421294999978272,0.6263736263736264,0.0,0.0,0.0,0.8854489164086687
456,4,4,4,2,linear,0.1,364,91,seed=456|dim=4|fold=4|reps=2|ent=linear,0.5421294999978272,0.6263736263736264,0.0,0.0,0.0,0.8864809081527347
456,4,4,4,2,linear,1.0,364,91,seed=456|dim=4|fold=4|reps=2|ent=linear,0.5421294999978272,0.7802197802197802,0.7692307692307693,0.5882352941176471,0.6666666666666666,0.8751289989680083
456,4,4,4,2,linear,10.0,364,91,seed=456|dim=4|fold=4|reps=2|ent=linear,0.5421294999978272,0.7692307692307693,0.7096774193548387,0.6470588235294118,0.676923076923077,0.8204334365325078
456,4,4,4,2,linear,100.0,364,91,seed=456|dim=4|fold=4|reps=2|ent=linear,0.5421294999978272,0.7692307692307693,0.696969696969697,0.6764705882352942,0.6865671641791045,0.8065015479876161
456,4,4,4,2,full,0.01,364,91,seed=456|dim=4|fold=4|reps=2|ent=full,0.8142415000038454,0.6263736263736264,0.0,0.0,0.0,0.8498452012383901
456,4,4,4,2,full,0.1,364,91,seed=456|dim=4|fold=4|reps=2|ent=full,0.8142415000038454,0.6263736263736264,0.0,0.0,0.0,0.8477812177502579
456,4,4,4,2,full,1.0,364,91,seed=456|dim=4|fold=4|reps=2|ent=full,0.8142415000038454,0.8131868131868132,0.7931034482758621,0.6764705882352942,0.7301587301587301,0.867905056759546
456,4,4,4,2,full,10.0,364,91,seed=456|dim=4|fold=4|reps=2|ent=full,0.8142415000038454,0.8021978021978022,0.7105263157894737,0.7941176470588235,0.75,0.8446852425180599
456,4,4,4,2,full,100.0,364,91,seed=456|dim=4|fold=4|reps=2|ent=full,0.8142415000038454,0.7802197802197802,0.6842105263157895,0.7647058823529411,0.7222222222222222,0.8369453044375645
456,4,4,4,3,linear,0.01,364,91,seed=456|dim=4|fold=4|reps=3|ent=linear,0.7847842999981367,0.6263736263736264,0.0,0.0,0.0,0.8400412796697627
456,4,4,4,3,linear,0.1,364,91,seed=456|dim=4|fold=4|reps=3|ent=linear,0.7847842999981367,0.6263736263736264,0.0,0.0,0.0,0.8374613003095974
456,4,4,4,3,linear,1.0,364,91,seed=456|dim=4|fold=4|reps=3|ent=linear,0.7847842999981367,0.7692307692307693,0.7241379310344828,0.6176470588235294,0.6666666666666666,0.8374613003095975
456,4,4,4,3,linear,10.0,364,91,seed=456|dim=4|fold=4|reps=3|ent=linear,0.7847842999981367,0.7802197802197802,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.8008255933952528
456,4,4,4,3,linear,100.0,364,91,seed=456|dim=4|fold=4|reps=3|ent=linear,0.7847842999981367,0.7142857142857143,0.6176470588235294,0.6176470588235294,0.6176470588235294,0.7972136222910217
456,4,4,4,3,full,0.01,364,91,seed=456|dim=4|fold=4|reps=3|ent=full,1.1725993000000017,0.6263736263736264,0.0,0.0,0.0,0.7420020639834881
456,4,4,4,3,full,0.1,364,91,seed=456|dim=4|fold=4|reps=3|ent=full,1.1725993000000017,0.6263736263736264,0.0,0.0,0.0,0.7450980392156863
456,4,4,4,3,full,1.0,364,91,seed=456|dim=4|fold=4|reps=3|ent=full,1.1725993000000017,0.6923076923076923,0.7142857142857143,0.29411764705882354,0.4166666666666667,0.7280701754385965
456,4,4,4,3,full,10.0,364,91,seed=456|dim=4|fold=4|reps=3|ent=full,1.1725993000000017,0.6373626373626373,0.5151515151515151,0.5,0.5074626865671642,0.7136222910216719
456,4,4,4,3,full,100.0,364,91,seed=456|dim=4|fold=4|reps=3|ent=full,1.1725993000000017,0.6593406593406593,0.5428571428571428,0.5588235294117647,0.5507246376811594,0.6914344685242518
456,4,4,5,1,linear,0.01,364,91,seed=456|dim=4|fold=5|reps=1|ent=linear,0.3129177000009804,0.6263736263736264,0.0,0.0,0.0,0.914860681114551
456,4,4,5,1,linear,0.1,364,91,seed=456|dim=4|fold=5|reps=1|ent=linear,0.3129177000009804,0.6483516483516484,1.0,0.058823529411764705,0.1111111111111111,0.9153766769865841
456,4,4,5,1,linear,1.0,364,91,seed=456|dim=4|fold=5|reps=1|ent=linear,0.3129177000009804,0.8681318681318682,0.8928571428571429,0.7352941176470589,0.8064516129032258,0.9494324045407636
456,4,4,5,1,linear,10.0,364,91,seed=456|dim=4|fold=5|reps=1|ent=linear,0.3129177000009804,0.9120879120879121,0.9333333333333333,0.8235294117647058,0.875,0.9282765737874097
456,4,4,5,1,linear,100.0,364,91,seed=456|dim=4|fold=5|reps=1|ent=linear,0.3129177000009804,0.7802197802197802,0.7333333333333333,0.6470588235294118,0.6875,0.8575851393188855
456,4,4,5,1,full,0.01,364,91,seed=456|dim=4|fold=5|reps=1|ent=full,0.43378300000040326,0.6263736263736264,0.0,0.0,0.0,0.9458204334365324
456,4,4,5,1,full,0.1,364,91,seed=456|dim=4|fold=5|reps=1|ent=full,0.43378300000040326,0.6483516483516484,1.0,0.058823529411764705,0.1111111111111111,0.9453044375644994
456,4,4,5,1,full,1.0,364,91,seed=456|dim=4|fold=5|reps=1|ent=full,0.43378300000040326,0.8901098901098901,0.875,0.8235294117647058,0.8484848484848485,0.9680082559339525
456,4,4,5,1,full,10.0,364,91,seed=456|dim=4|fold=5|reps=1|ent=full,0.43378300000040326,0.8901098901098901,0.8529411764705882,0.8529411764705882,0.8529411764705882,0.95562435500516
456,4,4,5,1,full,100.0,364,91,seed=456|dim=4|fold=5|reps=1|ent=full,0.43378300000040326,0.8791208791208791,0.8108108108108109,0.8823529411764706,0.8450704225352113,0.9535603715170278
456,4,4,5,2,linear,0.01,364,91,seed=456|dim=4|fold=5|reps=2|ent=linear,0.5611053999964497,0.6263736263736264,0.0,0.0,0.0,0.8529411764705882
456,4,4,5,2,linear,0.1,364,91,seed=456|dim=4|fold=5|reps=2|ent=linear,0.5611053999964497,0.6263736263736264,0.0,0.0,0.0,0.8524251805985552
456,4,4,5,2,linear,1.0,364,91,seed=456|dim=4|fold=5|reps=2|ent=linear,0.5611053999964497,0.7362637362637363,0.7272727272727273,0.47058823529411764,0.5714285714285714,0.8586171310629515
456,4,4,5,2,linear,10.0,364,91,seed=456|dim=4|fold=5|reps=2|ent=linear,0.5611053999964497,0.7692307692307693,0.76,0.5588235294117647,0.6440677966101694,0.7796697626418988
456,4,4,5,2,linear,100.0,364,91,seed=456|dim=4|fold=5|reps=2|ent=linear,0.5611053999964497,0.7472527472527473,0.72,0.5294117647058824,0.6101694915254238,0.7409700722394221
456,4,4,5,2,full,0.01,364,91,seed=456|dim=4|fold=5|reps=2|ent=full,0.8226036999985809,0.6263736263736264,0.0,0.0,0.0,0.8013415892672859
456,4,4,5,2,full,0.1,364,91,seed=456|dim=4|fold=5|reps=2|ent=full,0.8226036999985809,0.6263736263736264,0.0,0.0,0.0,0.8003095975232198
456,4,4,5,2,full,1.0,364,91,seed=456|dim=4|fold=5|reps=2|ent=full,0.8226036999985809,0.7362637362637363,0.6470588235294118,0.6470588235294118,0.6470588235294118,0.8152734778121775
456,4,4,5,2,full,10.0,364,91,seed=456|dim=4|fold=5|reps=2|ent=full,0.8226036999985809,0.7032967032967034,0.6060606060606061,0.5882352941176471,0.5970149253731343,0.7719298245614035
456,4,4,5,2,full,100.0,364,91,seed=456|dim=4|fold=5|reps=2|ent=full,0.8226036999985809,0.6923076923076923,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.7564499484004128
456,4,4,5,3,linear,0.01,364,91,seed=456|dim=4|fold=5|reps=3|ent=linear,0.8151014000031864,0.6263736263736264,0.0,0.0,0.0,0.7786377708978328
456,4,4,5,3,linear,0.1,364,91,seed=456|dim=4|fold=5|reps=3|ent=linear,0.8151014000031864,0.6263736263736264,0.0,0.0,0.0,0.7781217750257998
456,4,4,5,3,linear,1.0,364,91,seed=456|dim=4|fold=5|reps=3|ent=linear,0.8151014000031864,0.7802197802197802,0.8181818181818182,0.5294117647058824,0.6428571428571429,0.7698658410732714
456,4,4,5,3,linear,10.0,364,91,seed=456|dim=4|fold=5|reps=3|ent=linear,0.8151014000031864,0.7252747252747253,0.6551724137931034,0.5588235294117647,0.6031746031746031,0.7518059855521156
456,4,4,5,3,linear,100.0,364,91,seed=456|dim=4|fold=5|reps=3|ent=linear,0.8151014000031864,0.7362637362637363,0.6785714285714286,0.5588235294117647,0.6129032258064516,0.740454076367389
456,4,4,5,3,full,0.01,364,91,seed=456|dim=4|fold=5|reps=3|ent=full,1.1803935000061756,0.6263736263736264,0.0,0.0,0.0,0.6862745098039216
456,4,4,5,3,full,0.1,364,91,seed=456|dim=4|fold=5|reps=3|ent=full,1.1803935000061756,0.6263736263736264,0.0,0.0,0.0,0.6873065015479877
456,4,4,5,3,full,1.0,364,91,seed=456|dim=4|fold=5|reps=3|ent=full,1.1803935000061756,0.6373626373626373,0.5333333333333333,0.23529411764705882,0.32653061224489793,0.7022703818369452
456,4,4,5,3,full,10.0,364,91,seed=456|dim=4|fold=5|reps=3|ent=full,1.1803935000061756,0.6373626373626373,0.5161290322580645,0.47058823529411764,0.49230769230769234,0.6749226006191951
456,4,4,5,3,full,100.0,364,91,seed=456|dim=4|fold=5|reps=3|ent=full,1.1803935000061756,0.6043956043956044,0.46875,0.4411764705882353,0.45454545454545453,0.6351909184726521
789,2,2,1,1,linear,0.01,364,91,seed=789|dim=2|fold=1|reps=1|ent=linear,0.15293750000273576,0.6263736263736264,0.0,0.0,0.0,0.9427244582043343
789,2,2,1,1,linear,0.1,364,91,seed=789|dim=2|fold=1|reps=1|ent=linear,0.15293750000273576,0.9120879120879121,0.9333333333333333,0.8235294117647058,0.875,0.9525283797729618
789,2,2,1,1,linear,1.0,364,91,seed=789|dim=2|fold=1|reps=1|ent=linear,0.15293750000273576,0.9010989010989011,0.8787878787878788,0.8529411764705882,0.8656716417910447,0.9592363261093911
789,2,2,1,1,linear,10.0,364,91,seed=789|dim=2|fold=1|reps=1|ent=linear,0.15293750000273576,0.9230769230769231,0.9354838709677419,0.8529411764705882,0.8923076923076924,0.9649122807017544
789,2,2,1,1,linear,100.0,364,91,seed=789|dim=2|fold=1|reps=1|ent=linear,0.15293750000273576,0.9230769230769231,0.9354838709677419,0.8529411764705882,0.8923076923076924,0.9638802889576884
789,2,2,1,2,linear,0.01,364,91,seed=789|dim=2|fold=1|reps=2|ent=linear,0.2458279999991646,0.6263736263736264,0.0,0.0,0.0,0.9406604747162024
789,2,2,1,2,linear,0.1,364,91,seed=789|dim=2|fold=1|reps=2|ent=linear,0.2458279999991646,0.8571428571428571,0.8888888888888888,0.7058823529411765,0.7868852459016393,0.9587203302373581
789,2,2,1,2,linear,1.0,364,91,seed=789|dim=2|fold=1|reps=2|ent=linear,0.2458279999991646,0.8901098901098901,0.875,0.8235294117647058,0.8484848484848485,0.9633642930856553
789,2,2,1,2,linear,10.0,364,91,seed=789|dim=2|fold=1|reps=2|ent=linear,0.2458279999991646,0.8901098901098901,0.8529411764705882,0.8529411764705882,0.8529411764705882,0.9649122807017545
789,2,2,1,2,linear,100.0,364,91,seed=789|dim=2|fold=1|reps=2|ent=linear,0.2458279999991646,0.8791208791208791,0.8484848484848485,0.8235294117647058,0.835820895522388,0.956140350877193
789,2,2,1,3,linear,0.01,364,91,seed=789|dim=2|fold=1|reps=3|ent=linear,0.3466060999999172,0.6263736263736264,0.0,0.0,0.0,0.8875128998968008
789,2,2,1,3,linear,0.1,364,91,seed=789|dim=2|fold=1|reps=3|ent=linear,0.3466060999999172,0.7472527472527473,0.7391304347826086,0.5,0.5964912280701754,0.8890608875128999
789,2,2,1,3,linear,1.0,364,91,seed=789|dim=2|fold=1|reps=3|ent=linear,0.3466060999999172,0.8681318681318682,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8973168214654282
789,2,2,1,3,linear,10.0,364,91,seed=789|dim=2|fold=1|reps=3|ent=linear,0.3466060999999172,0.8681318681318682,0.8055555555555556,0.8529411764705882,0.8285714285714286,0.8952528379772962
789,2,2,1,3,linear,100.0,364,91,seed=789|dim=2|fold=1|reps=3|ent=linear,0.3466060999999172,0.8791208791208791,0.8108108108108109,0.8823529411764706,0.8450704225352113,0.8988648090815273
789,2,2,2,1,linear,0.01,364,91,seed=789|dim=2|fold=2|reps=1|ent=linear,0.15167600000131642,0.6263736263736264,0.0,0.0,0.0,0.9293085655314757
789,2,2,2,1,linear,0.1,364,91,seed=789|dim=2|fold=2|reps=1|ent=linear,0.15167600000131642,0.8351648351648352,0.9130434782608695,0.6176470588235294,0.7368421052631579,0.9236326109391124
789,2,2,2,1,linear,1.0,364,91,seed=789|dim=2|fold=2|reps=1|ent=linear,0.15167600000131642,0.8571428571428571,0.92,0.6764705882352942,0.7796610169491526,0.9231166150670794
789,2,2,2,1,linear,10.0,364,91,seed=789|dim=2|fold=2|reps=1|ent=linear,0.15167600000131642,0.8681318681318682,0.9230769230769231,0.7058823529411765,0.8,0.9251805985552115
789,2,2,2,1,linear,100.0,364,91,seed=789|dim=2|fold=2|reps=1|ent=linear,0.15167600000131642,0.8681318681318682,0.9230769230769231,0.7058823529411765,0.8,0.9226006191950464
789,2,2,2,2,linear,0.01,364,91,seed=789|dim=2|fold=2|reps=2|ent=linear,0.2545689999969909,0.6263736263736264,0.0,0.0,0.0,0.9066047471620228
789,2,2,2,2,linear,0.1,364,91,seed=789|dim=2|fold=2|reps=2|ent=linear,0.2545689999969909,0.8241758241758241,0.9090909090909091,0.5882352941176471,0.7142857142857143,0.9097007223942208
789,2,2,2,2,linear,1.0,364,91,seed=789|dim=2|fold=2|reps=2|ent=linear,0.2545689999969909,0.8241758241758241,0.8461538461538461,0.6470588235294118,0.7333333333333333,0.914860681114551
789,2,2,2,2,linear,10.0,364,91,seed=789|dim=2|fold=2|reps=2|ent=linear,0.2545689999969909,0.8131868131868132,0.7741935483870968,0.7058823529411765,0.7384615384615385,0.9055727554179566
789,2,2,2,2,linear,100.0,364,91,seed=789|dim=2|fold=2|reps=2|ent=linear,0.2545689999969909,0.8241758241758241,0.8,0.7058823529411765,0.75,0.8823529411764706
789,2,2,2,3,linear,0.01,364,91,seed=789|dim=2|fold=2|reps=3|ent=linear,0.34158649999881163,0.6263736263736264,0.0,0.0,0.0,0.890092879256966
789,2,2,2,3,linear,0.1,364,91,seed=789|dim=2|fold=2|reps=3|ent=linear,0.34158649999881163,0.7362637362637363,1.0,0.29411764705882354,0.45454545454545453,0.8937048503611972
789,2,2,2,3,linear,1.0,364,91,seed=789|dim=2|fold=2|reps=3|ent=linear,0.34158649999881163,0.8241758241758241,0.8461538461538461,0.6470588235294118,0.7333333333333333,0.8875128998968008
789,2,2,2,3,linear,10.0,364,91,seed=789|dim=2|fold=2|reps=3|ent=linear,0.34158649999881163,0.8351648351648352,0.8275862068965517,0.7058823529411765,0.7619047619047619,0.890608875128999
789,2,2,2,3,linear,100.0,364,91,seed=789|dim=2|fold=2|reps=3|ent=linear,0.34158649999881163,0.8461538461538461,0.8571428571428571,0.7058823529411765,0.7741935483870968,0.8864809081527347
789,2,2,3,1,linear,0.01,364,91,seed=789|dim=2|fold=3|reps=1|ent=linear,0.1664323000004515,0.6263736263736264,0.0,0.0,0.0,0.957172342621259
789,2,2,3,1,linear,0.1,364,91,seed=789|dim=2|fold=3|reps=1|ent=linear,0.1664323000004515,0.9010989010989011,1.0,0.7352941176470589,0.847457627118644,0.9726522187822497
789,2,2,3,1,linear,1.0,364,91,seed=789|dim=2|fold=3|reps=1|ent=linear,0.1664323000004515,0.9120879120879121,0.9333333333333333,0.8235294117647058,0.875,0.9798761609907121
789,2,2,3,1,linear,10.0,364,91,seed=789|dim=2|fold=3|reps=1|ent=linear,0.1664323000004515,0.9340659340659341,0.9375,0.8823529411764706,0.9090909090909091,0.9865841073271414
789,2,2,3,1,linear,100.0,364,91,seed=789|dim=2|fold=3|reps=1|ent=linear,0.1664323000004515,0.9340659340659341,0.9117647058823529,0.9117647058823529,0.9117647058823529,0.9865841073271413
789,2,2,3,2,linear,0.01,364,91,seed=789|dim=2|fold=3|reps=2|ent=linear,0.2550498999989941,0.6263736263736264,0.0,0.0,0.0,0.936016511867905
789,2,2,3,2,linear,0.1,364,91,seed=789|dim=2|fold=3|reps=2|ent=linear,0.2550498999989941,0.8351648351648352,0.9523809523809523,0.5882352941176471,0.7272727272727273,0.9473684210526316
789,2,2,3,2,linear,1.0,364,91,seed=789|dim=2|fold=3|reps=2|ent=linear,0.2550498999989941,0.8571428571428571,0.92,0.6764705882352942,0.7796610169491526,0.9509803921568627
789,2,2,3,2,linear,10.0,364,91,seed=789|dim=2|fold=3|reps=2|ent=linear,0.2550498999989941,0.9010989010989011,0.9629629629629629,0.7647058823529411,0.8524590163934426,0.9447884416924665
789,2,2,3,2,linear,100.0,364,91,seed=789|dim=2|fold=3|reps=2|ent=linear,0.2550498999989941,0.9010989010989011,0.9032258064516129,0.8235294117647058,0.8615384615384616,0.9535603715170278
789,2,2,3,3,linear,0.01,364,91,seed=789|dim=2|fold=3|reps=3|ent=linear,0.33795139999710955,0.6263736263736264,0.0,0.0,0.0,0.9107327141382869
